采集日期,日报截屏上送时长（小时）,原始上送时长（小时）,原始上送时长（分钟）,运营端不合格时长（小时）,运营端不合格时长（分钟）,不合格时长占比,数据记录差异,设备ID,采集点,采集点对接人
2025-11-23,0.0,4.81,288.9,4.73,284.1,98.34%,4.81,4813,,
2025-11-23,0.0,0.5,30.0,0.07,4.0,14.0%,0.5,4e97,,
2025-11-23,3.0,0.0,,,,,-3.0,57ff,遇见个超市,贺子豪
2025-11-23,8.0,8.02,481.3,0.0,0.0,0.0%,0.02,6790,遇见个超市,贺子豪
2025-11-23,0.0,0.01,0.8,0.01,0.8,100.0%,0.01,8dfb,,
2025-11-23,0.0,2.92,175.4,0.0,0.0,0.0%,2.92,c0e4,,
2025-11-23,0.0,2.9,173.8,0.0,0.0,0.0%,2.9,e5fb,,
2025-11-24,2.0,1.89,113.4,1.0,60.0,52.91%,-0.11,0fe4,武汉,贺子豪
2025-11-24,5.0,0.9,53.8,0.0,0.0,0.0%,-4.1,17fd,丰县,江伊潭
2025-11-24,6.25,6.32,379.1,0.4,23.7,6.33%,0.07,3a7e,希利,罗圣峰
2025-11-24,3.7,3.68,221.1,0.95,57.0,25.82%,-0.02,4813,宁波,罗圣峰
2025-11-24,6.25,6.2,372.2,0.71,42.7,11.45%,-0.05,4ad7,希利,罗圣峰
2025-11-24,8.0,4.18,251.1,0.36,21.5,8.61%,-3.82,4e97,东莞,贺子豪
2025-11-24,8.0,7.91,474.7,0.25,14.9,3.16%,-0.09,4f46,东莞,贺子豪
2025-11-24,1.0,0.0,,,,,-1.0,57ff,遇见个超市,贺子豪
2025-11-24,8.0,8.03,481.7,0.13,7.95,1.62%,0.03,6790,遇见个超市,贺子豪
2025-11-24,5.12,0.0,,,,,-5.12,7cf6,丰县,江伊潭
2025-11-24,0.0,0.99,59.5,0.5,29.85,50.51%,0.99,821e,,
2025-11-24,3.3,3.33,200.0,3.33,200.0,100.0%,0.03,8dfb,宁波,罗圣峰
2025-11-24,0.0,1.01,60.9,0.02,1.1,1.98%,1.01,8f4a,,
2025-11-24,3.6,0.49,29.6,0.0,0.0,0.0%,-3.11,c0e4,丰县,江伊潭
2025-11-24,6.25,6.37,382.1,0.64,38.35,10.05%,0.12,c6c1,希利,罗圣峰
2025-11-24,6.25,6.18,370.6,1.44,86.25,23.3%,-0.07,d94e,希利,罗圣峰
2025-11-24,6.25,6.17,370.5,0.67,40.5,10.86%,-0.08,e5cb,希利,罗圣峰
2025-11-24,5.0,0.0,,,,,-5.0,e5fb,丰县,江伊潭
2025-11-24,5.0,0.0,,,,,-5.0,e84e,丰县,江伊潭
2025-11-24,3.0,0.0,,,,,-3.0,f016,武汉,贺子豪
2025-11-24,0.0,3.12,187.5,0.19,11.3,6.09%,3.12,f061,,
2025-11-24,0.0,0.04,2.4,0.04,2.4,100.0%,0.04,fbdb,,
2025-11-25,0.0,0.0,,,,,0.0,0fe4,武汉,贺子豪
2025-11-25,4.75,5.47,328.0,0.08,5.0,1.46%,0.72,17fd,丰县,江伊潭
2025-11-25,6.0,6.27,376.0,0.31,18.5,4.94%,0.27,3a7e,希利,罗圣峰
2025-11-25,5.0,5.03,301.8,1.79,107.6,35.59%,0.03,4ad7,希利,罗圣峰
2025-11-25,0.0,0.04,2.4,0.04,2.3,100.0%,0.04,4e97,东莞,贺子豪
2025-11-25,0.0,6.23,374.0,0.25,15.05,4.01%,6.23,4f46,东莞,贺子豪
2025-11-25,8.0,0.0,,,,,-8.0,57ff,遇见个超市,贺子豪
2025-11-25,8.0,8.03,481.7,1.22,73.25,15.19%,0.03,6790,遇见个超市,贺子豪
2025-11-25,3.0,5.1,305.9,0.1,6.0,1.96%,2.1,7cf6,丰县,江伊潭
2025-11-25,0.5,5.45,326.9,0.63,37.9,11.56%,4.95,821e,杭州风之末,江伊潭
2025-11-25,4.5,6.21,372.3,0.46,27.55,7.41%,1.71,c0e4,丰县,江伊潭
2025-11-25,6.0,6.36,381.5,0.82,49.5,12.89%,0.36,c6c1,希利,罗圣峰
2025-11-25,1.25,7.85,470.8,1.7,102.15,21.66%,6.6,d70d,杭州风之末,江伊潭
2025-11-25,6.0,6.11,366.6,1.39,83.5,22.75%,0.11,d94e,希利,罗圣峰
2025-11-25,6.0,6.14,368.6,0.85,50.8,13.84%,0.14,e5cb,希利,罗圣峰
2025-11-25,4.5,3.89,233.6,0.4,24.1,10.28%,-0.61,e5fb,丰县,江伊潭
2025-11-25,3.15,5.24,314.4,0.0,0.0,0.0%,2.09,e84e,丰县,江伊潭
2025-11-25,1.0,0.0,,,,,-1.0,f016,武汉,贺子豪
2025-11-25,0.0,1.17,70.2,0.12,6.95,10.26%,1.17,f061,,
2025-11-26,2.65,0.6,35.9,0.03,1.5,5.0%,-2.05,17fd,丰县,江伊潭
2025-11-26,6.25,6.37,382.2,0.02,1.0,0.31%,0.12,3a7e,希利,罗圣峰
2025-11-26,0.0,0.0,0.1,0.0,0.1,,0.0,4813,,
2025-11-26,6.25,6.23,373.8,0.48,29.05,7.7%,-0.02,4ad7,希利,罗圣峰
2025-11-26,1.75,5.9,354.2,0.39,23.25,6.61%,4.15,4e97,东莞,贺子豪
2025-11-26,6.75,10.88,652.7,0.32,19.25,2.94%,4.13,4f46,东莞,贺子豪
2025-11-26,8.0,0.0,,,,,-8.0,57ff,遇见个超市,贺子豪
2025-11-26,8.0,8.03,482.0,2.24,134.25,27.9%,0.03,6790,遇见个超市,贺子豪
2025-11-26,4.5,2.43,145.7,0.48,29.0,19.75%,-2.07,7cf6,丰县,江伊潭
2025-11-26,4.0,3.17,190.2,1.51,90.7,47.63%,-0.83,821e,杭州风之末,江伊潭
2025-11-26,0.0,0.02,1.0,0.02,1.0,100.0%,0.02,8c60,,
2025-11-26,0.0,5.18,310.9,4.78,287.0,92.28%,5.18,8dfb,,
2025-11-26,0.0,3.58,214.6,0.16,9.6,4.47%,3.58,8f4a,,
2025-11-26,4.75,2.66,159.7,0.36,21.75,13.53%,-2.09,c0e4,丰县,江伊潭
2025-11-26,6.25,6.45,386.9,0.49,29.5,7.6%,0.2,c6c1,希利,罗圣峰
2025-11-26,2.5,2.32,139.5,0.0,0.0,0.0%,-0.18,d70d,杭州风之末,江伊潭
2025-11-26,6.25,6.24,374.4,1.17,70.15,18.75%,-0.01,d94e,希利,罗圣峰
2025-11-26,6.25,6.24,374.3,0.35,21.3,5.61%,-0.01,e5cb,希利,罗圣峰
2025-11-26,2.5,2.54,152.6,0.0,0.0,0.0%,0.04,e5fb,丰县,江伊潭
2025-11-26,5.05,2.98,178.7,0.0,0.0,0.0%,-2.07,e84e,丰县,江伊潭
2025-11-26,1.75,0.0,,,,,-1.75,f016,武汉,贺子豪
2025-11-26,0.0,2.69,161.4,0.33,19.9,12.27%,2.69,f061,,
2025-11-27,0.85,0.86,51.4,0.12,7.4,13.95%,0.01,0fe4,武汉,贺子豪
2025-11-27,4.1,4.11,246.7,0.95,56.9,23.11%,0.01,17fd,丰县,江伊潭
2025-11-27,6.0,5.56,333.9,0.5,30.0,8.99%,-0.44,3a7e,希利,罗圣峰
2025-11-27,6.0,5.07,304.2,0.87,52.45,17.16%,-0.93,4ad7,希利,罗圣峰
2025-11-27,8.0,4.04,242.1,0.07,4.35,1.73%,-3.96,4e97,东莞,贺子豪
2025-11-27,4.0,8.06,483.9,0.27,16.4,3.35%,4.06,4f46,东莞,贺子豪
2025-11-27,8.0,0.0,,,,,-8.0,57ff,遇见个超市,贺子豪
2025-11-27,7.25,0.0,,,,,-7.25,6790,遇见个超市,贺子豪
2025-11-27,4.1,3.76,225.4,0.0,0.0,0.0%,-0.34,7cf6,丰县,江伊潭
2025-11-27,6.0,0.0,,,,,-6.0,821e,杭州风之末,江伊潭
2025-11-27,0.0,5.21,312.4,4.56,273.45,87.52%,5.21,8dfb,,
2025-11-27,4.5,0.0,,,,,-4.5,8f4a,北京百世,江伊潭
2025-11-27,4.0,4.04,242.6,1.23,74.0,30.45%,0.04,c0e4,丰县,江伊潭
2025-11-27,6.0,5.73,343.7,1.23,73.6,21.47%,-0.27,c6c1,希利,罗圣峰
2025-11-27,6.0,9.27,556.4,3.51,210.85,37.86%,3.27,d70d,杭州风之末,江伊潭
2025-11-27,6.0,5.73,344.0,1.37,82.05,23.91%,-0.27,d94e,希利,罗圣峰
2025-11-27,6.0,5.54,332.4,0.25,15.2,4.51%,-0.46,e5cb,希利,罗圣峰
2025-11-27,3.75,3.74,224.7,1.11,66.6,29.68%,-0.01,e5fb,丰县,江伊潭
2025-11-27,4.2,4.18,251.0,0.95,57.3,22.73%,-0.02,e84e,丰县,江伊潭
2025-11-27,1.45,0.0,,,,,-1.45,f016,武汉,贺子豪
2025-11-27,0.0,1.76,105.9,0.07,4.5,3.98%,1.76,f061,,
2025-11-27,0.0,0.0,,,,,0.0,fbdb,北京百世,江伊潭
2025-11-28,0.0,0.92,55.5,0.03,1.75,3.26%,0.92,0fe4,,
2025-11-28,2.4,2.4,144.0,0.29,17.25,12.08%,0.0,17fd,丰县,江伊潭
2025-11-28,6.5,6.19,371.6,1.8,107.8,29.08%,-0.31,3a7e,希利,罗圣峰
2025-11-28,0.0,6.13,368.1,5.0,299.8,81.57%,6.13,4813,,
2025-11-28,6.5,6.47,388.1,1.52,91.35,23.49%,-0.03,4ad7,希利,罗圣峰
2025-11-28,6.0,8.0,480.1,0.47,28.2,5.88%,2.0,4e97,东莞,贺子豪
2025-11-28,6.0,3.96,237.6,0.18,10.75,4.55%,-2.04,4f46,东莞,贺子豪
2025-11-28,8.0,0.0,,,,,-8.0,57ff,遇见个超市,贺子豪
2025-11-28,0.0,0.02,1.0,0.02,1.0,100.0%,0.02,5c12,,
2025-11-28,8.0,0.0,,,,,-8.0,6790,遇见个超市,贺子豪
2025-11-28,0.0,0.03,1.7,0.03,1.7,100.0%,0.03,7393,,
2025-11-28,2.55,2.55,152.8,0.58,35.0,22.75%,0.0,7cf6,丰县,江伊潭
2025-11-28,2.1,2.1,125.9,0.59,35.65,28.1%,0.0,821e,杭州风之末,江伊潭
2025-11-28,4.0,5.33,319.8,0.55,32.85,10.32%,1.33,8f4a,北京百世,江伊潭
2025-11-28,0.0,0.02,0.9,0.02,0.9,100.0%,0.02,c0a2,,
2025-11-28,3.3,3.34,200.4,0.15,9.0,4.49%,0.04,c0e4,丰县,江伊潭
2025-11-28,6.5,6.52,391.3,1.05,62.8,16.1%,0.02,c6c1,希利,罗圣峰
2025-11-28,0.0,1.78,106.9,0.0,0.0,0.0%,1.78,cda9,,
2025-11-28,7.8,0.0,,,,,-7.8,d70d,杭州风之末,江伊潭
2025-11-28,6.5,4.37,262.3,1.01,60.7,23.11%,-2.13,d94e,希利,罗圣峰
2025-11-28,6.5,5.96,357.5,0.77,46.1,12.92%,-0.54,e5cb,希利,罗圣峰
2025-11-28,2.6,2.68,160.8,0.92,55.3,34.33%,0.08,e5fb,丰县,江伊潭
2025-11-28,3.4,3.42,205.2,1.02,61.5,29.82%,0.02,e84e,丰县,江伊潭
2025-11-28,0.0,2.78,167.1,0.48,28.85,17.27%,2.78,f061,,
2025-11-28,3.75,0.0,,,,,-3.75,fbdb,北京百世,江伊潭
2025-11-29,0.0,1.71,102.6,0.0,0.0,0.0%,1.71,17fd,,
2025-11-29,8.0,8.9,534.0,7.59,455.7,85.28%,0.9,4813,宁波,罗圣峰
2025-11-29,0.0,2.17,130.3,1.84,110.3,84.79%,2.17,4e97,,
2025-11-29,0.0,2.14,128.3,1.53,91.75,71.5%,2.14,4f46,,
2025-11-29,7.9,0.0,,,,,-7.9,57ff,遇见个超市,贺子豪
2025-11-29,8.0,0.0,,,,,-8.0,6790,遇见个超市,贺子豪
2025-11-29,0.0,4.93,295.9,0.49,29.35,9.94%,4.93,7393,,
2025-11-29,2.85,2.86,171.5,0.2,11.75,6.99%,0.01,7cf6,丰县,江伊潭
2025-11-29,0.0,5.81,348.5,2.2,132.0,37.87%,5.81,821e,,
2025-11-29,6.0,6.49,389.5,6.04,362.7,93.07%,0.49,8dfb,宁波,罗圣峰
2025-11-29,4.0,3.49,209.5,0.44,26.25,12.61%,-0.51,8f4a,北京百世,江伊潭
2025-11-29,0.0,2.09,125.2,0.72,43.0,34.45%,2.09,c0a2,,
2025-11-29,2.85,3.0,180.0,0.0,0.0,0.0%,0.15,c0e4,丰县,江伊潭
2025-11-29,0.0,2.15,129.3,0.75,44.75,34.88%,2.15,d70d,,
2025-11-29,0.4,2.16,129.4,0.33,19.6,15.28%,1.76,e5fb,丰县,江伊潭
2025-11-29,2.15,2.11,126.6,0.42,25.25,19.91%,-0.04,e84e,丰县,江伊潭
2025-11-30,3.5,0.0,,,,,-3.5,279f,承重云仓,江伊潭
2025-11-30,4.0,7.59,455.7,5.27,316.4,69.43%,3.59,4813,宁波,罗圣峰
2025-11-30,0.0,4.03,241.6,0.39,23.6,9.68%,4.03,4e97,,
2025-11-30,0.0,5.51,330.6,1.6,96.1,29.04%,5.51,4f46,,
2025-11-30,0.0,7.24,434.7,0.3,18.0,4.14%,7.24,4fcf,,
2025-11-30,8.0,0.0,,,,,-8.0,57ff,遇见个超市,贺子豪
2025-11-30,8.0,0.0,,,,,-8.0,6790,遇见个超市,贺子豪
2025-11-30,0.0,6.72,403.5,0.28,16.95,4.17%,6.72,7393,,
2025-11-30,0.0,1.88,112.5,0.0,0.0,0.0%,1.88,7cf6,,
2025-11-30,3.75,3.79,227.4,1.51,90.4,39.84%,0.04,821e,杭州风之末,江伊潭
2025-11-30,3.5,0.0,,,,,-3.5,8c60,承重云仓,江伊潭
2025-11-30,7.45,20.54,1232.5,18.84,1130.6,91.72%,13.09,8dfb,宁波,罗圣峰
2025-11-30,4.0,4.77,286.4,0.79,47.4,16.56%,0.77,8f4a,北京百世,江伊潭
2025-11-30,3.0,7.15,429.3,0.08,5.0,1.12%,4.15,c0a2,承重云仓,江伊潭
2025-11-30,0.0,1.71,102.5,0.0,0.0,0.0%,1.71,c0e4,,
2025-11-30,3.75,7.17,430.0,3.59,215.5,50.07%,3.42,d70d,杭州风之末,江伊潭
2025-11-30,0.0,1.81,108.6,0.0,0.0,0.0%,1.81,e84e,,
2025-12-01,1.0,0.0,,,,,-1.0,0fe4,武汉,贺子豪
2025-12-01,1.8,2.23,133.7,0.33,20.0,14.8%,0.43,17fd,丰县,江伊潭
2025-12-01,6.5,5.0,300.1,0.07,4.1,1.4%,-1.5,279f,承重云仓,江伊潭
2025-12-01,0.0,0.0,,,,,0.0,3a7e,希利,罗圣峰
2025-12-01,7.0,4.37,262.1,1.04,62.25,23.8%,-2.63,4813,宁波,罗圣峰
2025-12-01,0.0,0.0,,,,,0.0,4ad7,希利,罗圣峰
2025-12-01,8.0,22.51,1350.4,14.92,895.4,66.28%,14.51,4e97,东莞,贺子豪
2025-12-01,8.0,8.05,482.9,0.45,27.15,5.59%,0.05,4f46,东莞,贺子豪
2025-12-01,0.0,4.67,280.5,0.7,41.85,14.99%,4.67,4fcf,,
2025-12-01,1.5,5.12,307.4,1.94,116.55,37.89%,3.62,5c12,邯郸,罗圣峰
2025-12-01,2.0,2.14,128.3,0.23,13.75,10.75%,0.14,7cf6,丰县,江伊潭
2025-12-01,7.0,5.48,329.0,2.52,150.95,45.99%,-1.52,821e,杭州风之末,江伊潭
2025-12-01,6.5,0.0,,,,,-6.5,8c60,承重云仓,江伊潭
2025-12-01,7.0,5.97,358.5,2.78,167.0,46.57%,-1.03,8dfb,宁波,罗圣峰
2025-12-01,5.65,8.67,520.3,0.1,6.2,1.15%,3.02,8f4a,北京百世,江伊潭
2025-12-01,4.85,6.89,413.4,0.13,7.6,1.89%,2.04,c0a2,承重云仓,江伊潭
2025-12-01,1.8,2.24,134.6,0.26,15.85,11.61%,0.44,c0e4,丰县,江伊潭
2025-12-01,0.0,0.0,,,,,0.0,c6c1,希利,罗圣峰
2025-12-01,1.5,7.41,444.6,0.61,36.85,8.23%,5.91,cda9,邯郸,罗圣峰
2025-12-01,7.0,2.16,129.5,0.45,26.75,20.83%,-4.84,d70d,杭州风之末,江伊潭
2025-12-01,0.0,0.0,,,,,0.0,d94e,希利,罗圣峰
2025-12-01,0.0,0.0,,,,,0.0,e5cb,希利,罗圣峰
2025-12-01,1.8,2.26,135.5,0.44,26.5,19.47%,0.46,e5fb,丰县,江伊潭
2025-12-01,1.8,2.27,136.4,0.75,44.75,33.04%,0.47,e84e,丰县,江伊潭
2025-12-02,2.0,2.02,121.2,0.4,23.95,19.8%,0.02,0fe4,武汉,贺子豪
2025-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,13fa,,
2025-12-02,4.15,4.29,257.4,0.15,9.25,3.5%,0.14,17fd,丰县,江伊潭
2025-12-02,7.0,10.67,640.3,3.34,200.35,31.3%,3.67,1af9,邯郸,罗圣峰
2025-12-02,0.0,0.22,13.3,0.17,10.0,77.27%,0.22,279f,承重云仓,江伊潭
2025-12-02,0.0,0.02,0.9,0.02,0.9,100.0%,0.02,3748,,
2025-12-02,6.0,6.41,384.7,0.98,58.75,15.29%,0.41,4813,宁波,罗圣峰
2025-12-02,8.0,4.17,250.0,0.53,31.7,12.71%,-3.83,4e97,东莞,贺子豪
2025-12-02,8.0,8.04,482.3,0.32,19.05,3.98%,0.04,4f46,东莞,贺子豪
2025-12-02,0.0,0.55,33.1,0.55,33.1,100.0%,0.55,4fcf,,
2025-12-02,7.0,3.47,208.1,1.84,110.45,53.03%,-3.53,5c12,邯郸,罗圣峰
2025-12-02,3.5,3.5,210.1,0.11,6.35,3.14%,0.0,7393,中山三立,周俊健
2025-12-02,3.5,3.5,210.1,0.11,6.35,3.14%,0.0,7393,中山,江伊潭
2025-12-02,4.25,4.5,270.3,0.38,22.75,8.44%,0.25,7cf6,丰县,江伊潭
2025-12-02,5.5,5.08,304.8,1.51,90.55,29.72%,-0.42,821e,杭州风之末,江伊潭
2025-12-02,0.0,2.38,143.1,0.91,54.75,38.24%,2.38,8c60,承重云仓,江伊潭
2025-12-02,4.0,3.17,189.9,1.75,105.15,55.21%,-0.83,8dfb,宁波,罗圣峰
2025-12-02,5.5,7.42,445.0,0.19,11.15,2.56%,1.92,8f4a,北京百世,江伊潭
2025-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,b18b,,
2025-12-02,0.0,1.67,100.1,1.17,70.0,70.06%,1.67,c0a2,承重云仓,江伊潭
2025-12-02,4.25,4.33,259.9,0.33,19.75,7.62%,0.08,c0e4,丰县,江伊潭
2025-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,c12b,,
2025-12-02,0.0,0.79,47.2,0.02,1.0,2.53%,0.79,c71e,,
2025-12-02,0.0,7.05,423.2,0.39,23.4,5.53%,7.05,cc83,,
2025-12-02,7.0,0.0,,,,,-7.0,cda9,邯郸,罗圣峰
2025-12-02,5.5,5.24,314.5,1.99,119.5,37.98%,-0.26,d70d,杭州风之末,江伊潭
2025-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,e2be,,
2025-12-02,4.3,3.86,231.8,0.17,10.25,4.4%,-0.44,e5fb,丰县,江伊潭
2025-12-02,4.5,4.71,282.6,0.66,39.75,14.01%,0.21,e84e,丰县,江伊潭
2025-12-03,1.0,2.92,174.9,0.54,32.25,18.49%,1.92,0fe4,武汉,贺子豪
2025-12-03,0.0,3.25,194.9,1.1,66.0,33.85%,3.25,13fa,,
2025-12-03,4.75,2.44,146.1,1.27,76.1,52.05%,-2.31,17fd,丰县,江伊潭
2025-12-03,6.01,6.78,406.8,2.1,126.05,30.97%,0.77,1af9,邯郸,罗圣峰
2025-12-03,0.0,0.0,0.1,0.0,0.1,,0.0,1c2d,,
2025-12-03,0.0,0.3,17.8,0.17,10.0,56.67%,0.3,279f,承重云仓,江伊潭
2025-12-03,0.0,0.01,0.3,0.01,0.3,100.0%,0.01,3748,,
2025-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,3fb3,,
2025-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,4591,,
2025-12-03,5.0,5.43,325.9,1.42,84.9,26.15%,0.43,4813,宁波,罗圣峰
2025-12-03,0.0,0.0,0.1,0.0,0.1,,0.0,4a7c,,
2025-12-03,8.0,8.03,481.9,1.12,67.05,13.95%,0.03,4e97,东莞,贺子豪
2025-12-03,8.0,8.04,482.5,0.36,21.5,4.48%,0.04,4f46,东莞,贺子豪
2025-12-03,0.0,5.0,299.7,1.06,63.7,21.2%,5.0,4fcf,,
2025-12-03,0.0,0.02,0.9,0.02,0.9,100.0%,0.02,5606,,
2025-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,57ff,,
2025-12-03,6.95,5.65,339.3,0.78,46.65,13.81%,-1.3,5c12,邯郸,罗圣峰
2025-12-03,0.0,0.01,0.4,0.01,0.4,100.0%,0.01,6790,,
2025-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,691f,,
2025-12-03,5.3,6.83,409.6,0.59,35.6,8.64%,1.53,7393,中山三立,周俊健
2025-12-03,4.7,2.29,137.5,0.65,38.75,28.38%,-2.41,7cf6,丰县,江伊潭
2025-12-03,6.5,3.52,211.1,1.13,67.85,32.1%,-2.98,821e,杭州风之末,江伊潭
2025-12-03,5.0,0.0,,,,,-5.0,8c60,承重云仓,江伊潭
2025-12-03,2.0,2.25,135.2,2.25,135.2,100.0%,0.25,8dfb,宁波,罗圣峰
2025-12-03,6.0,5.86,351.6,0.2,11.75,3.41%,-0.14,8f4a,北京百世,江伊潭
2025-12-03,0.0,5.22,313.1,0.39,23.35,7.47%,5.22,b18b,,
2025-12-03,5.0,2.27,136.5,0.13,8.1,5.73%,-2.73,c0a2,承重云仓,江伊潭
2025-12-03,4.7,2.44,146.4,0.69,41.5,28.28%,-2.26,c0e4,丰县,江伊潭
2025-12-03,1.0,4.6,276.1,0.15,8.85,3.26%,3.6,cda9,邯郸,罗圣峰
2025-12-03,6.5,5.47,328.3,2.47,148.3,45.16%,-1.03,d70d,杭州风之末,江伊潭
2025-12-03,0.0,2.27,135.9,0.08,5.1,3.52%,2.27,e2be,,
2025-12-03,5.2,2.87,172.0,0.44,26.25,15.33%,-2.33,e5fb,丰县,江伊潭
2025-12-03,5.0,2.51,150.8,0.59,35.3,23.51%,-2.49,e84e,丰县,江伊潭
2025-12-03,0.0,0.02,0.9,0.02,0.9,100.0%,0.02,f061,,
2025-12-03,0.0,1.68,101.1,1.02,61.1,60.71%,1.68,fbdb,,
2025-12-04,2.0,0.0,,,,,-2.0,0fe4,武汉,贺子豪
2025-12-04,4.5,4.47,268.5,1.0,59.75,22.37%,-0.03,17fd,丰县,江伊潭
2025-12-04,7.5,4.0,240.1,0.0,0.1,0.0%,-3.5,1af9,邯郸,罗圣峰
2025-12-04,7.0,6.46,387.3,0.27,16.0,4.18%,-0.54,279f,承重云仓,江伊潭
2025-12-04,5.0,0.0,,,,,-5.0,3748,广州泊晶,周俊健
2025-12-04,7.0,22.89,1373.3,20.11,1206.3,87.85%,15.89,4813,宁波,罗圣峰
2025-12-04,8.0,4.0,240.0,0.47,28.25,11.75%,-4.0,4e97,东莞,贺子豪
2025-12-04,8.0,4.88,292.6,0.52,31.25,10.66%,-3.12,4f46,东莞,贺子豪
2025-12-04,6.8,5.64,338.3,2.93,175.8,51.95%,-1.16,4fcf,承重云仓,江伊潭
2025-12-04,0.0,0.0,0.1,0.0,0.1,,0.0,5606,,
2025-12-04,7.15,5.03,301.6,0.88,52.5,17.5%,-2.12,5c12,邯郸,罗圣峰
2025-12-04,7.5,7.47,448.2,0.47,27.95,6.29%,-0.03,7393,中山三立,周俊健
2025-12-04,4.6,5.15,309.1,0.77,46.25,14.95%,0.55,7cf6,丰县,江伊潭
2025-12-04,5.6,8.94,536.4,3.25,195.05,36.35%,3.34,821e,杭州风之末,江伊潭
2025-12-04,6.7,5.38,323.1,2.19,131.15,40.71%,-1.32,8c60,承重云仓,江伊潭
2025-12-04,7.0,23.63,1417.6,23.46,1407.6,99.28%,16.63,8dfb,宁波,罗圣峰
2025-12-04,4.2,0.0,,,,,-4.2,8f4a,北京百世,江伊潭
2025-12-04,0.0,1.04,62.6,0.17,10.5,16.35%,1.04,a027,,
2025-12-04,6.8,6.62,397.0,2.05,122.75,30.97%,-0.18,c0a2,承重云仓,江伊潭
2025-12-04,4.5,6.55,393.0,0.82,49.0,12.52%,2.05,c0e4,丰县,江伊潭
2025-12-04,6.47,6.58,394.8,2.13,127.75,32.37%,0.11,cda9,邯郸,罗圣峰
2025-12-04,5.6,5.34,320.6,2.59,155.25,48.5%,-0.26,d70d,杭州风之末,江伊潭
2025-12-04,4.6,6.79,407.5,1.11,66.6,16.35%,2.19,e5fb,丰县,江伊潭
2025-12-04,4.6,4.55,273.0,0.64,38.5,14.07%,-0.05,e84e,丰县,江伊潭
2025-12-04,0.0,0.3,18.3,0.0,0.0,0.0%,0.3,f061,,
2025-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0469,,
2025-12-05,2.0,2.33,140.1,1.57,94.5,67.38%,0.33,0fe4,武汉,贺子豪
2025-12-05,5.0,4.99,299.2,2.6,156.2,52.1%,-0.01,17fd,丰县,江伊潭
