采集日期,日报截屏上送时长（小时）,原始上送时长（小时）,原始上送时长（分钟）,运营端不合格时长（小时）,运营端不合格时长（分钟）,不合格时长占比,数据记录差异,设备ID,采集点,采集点对接人
2025-12-13,0.0,2.03,121.6,0.84,50.2,41.38%,2.03,9d08,,
2025-12-13,5.25,4.62,277.5,0.69,41.25,14.94%,-0.63,b054,风之末-亚太,江伊潭
2025-12-13,3.0,3.82,229.0,0.25,15.25,6.54%,0.82,b18b,风之末-亚太,江伊潭
2025-12-13,7.0,7.03,421.7,4.94,296.45,70.27%,0.03,c0a2,承重云仓,江伊潭
2025-12-13,4.0,0.0,,,,,-4.0,cbcd,宁波,罗圣峰
2025-12-13,5.79,4.38,263.1,1.89,113.5,43.15%,-1.41,cda9,邯郸,罗圣峰
2025-12-13,4.0,0.0,,,,,-4.0,dcfe,宁波,罗圣峰
2025-12-13,2.15,0.0,,,,,-2.15,e2be,宁波,罗圣峰
2025-12-14,5.0,0.0,,,,,-5.0,0469,丰县,江伊潭
2025-12-14,3.0,2.95,177.1,1.83,109.55,62.03%,-0.05,09ca,北京百世,江伊潭
2025-12-14,2.0,0.07,4.4,0.0,0.0,0.0%,-1.93,13fa,风之末-天缘,江伊潭
2025-12-14,3.36,3.61,216.4,3.61,216.4,100.0%,0.25,1af9,邯郸,罗圣峰
2025-12-14,0.0,0.0,,,,,0.0,1c2d,广州泊晶,周俊健
2025-12-14,4.5,0.0,,,,,-4.5,20e 7,风之末-亚太,江伊潭
2025-12-14,7.0,7.37,442.0,4.04,242.15,54.82%,0.37,279f,承重云仓,江伊潭
2025-12-14,0.0,7.32,439.4,1.27,76.4,17.35%,7.32,2e08,,
2025-12-14,5.0,0.0,,,,,-5.0,3702,丰县,江伊潭
2025-12-14,5.0,0.0,,,,,-5.0,3730,丰县,江伊潭
2025-12-14,0.0,0.0,,,,,0.0,3748,广州泊晶,周俊健
2025-12-14,3.4,0.0,,,,,-3.4,3fb3,邯郸,罗圣峰
2025-12-14,7.0,6.7,401.8,2.0,120.0,29.85%,-0.3,4fcf,承重云仓,江伊潭
2025-12-14,4.75,4.82,289.3,2.25,135.1,46.68%,0.07,5606,宝树堂,周俊健
2025-12-14,0.0,6.9,413.9,1.82,109.45,26.38%,6.9,5c12,,
2025-12-14,3.38,3.64,218.7,1.81,108.7,49.73%,0.26,691f,邯郸,罗圣峰
2025-12-14,7.26,7.28,437.0,0.15,9.25,2.06%,0.02,7393,中山三立,周俊健
2025-12-14,0.0,0.0,0.1,0.0,0.0,,0.0,8c60,承重云仓,江伊潭
2025-12-14,1.6,0.0,,,,,-1.6,9ace,宝树堂,周俊健
2025-12-14,5.0,7.39,443.5,2.46,147.75,33.29%,2.39,9d08,风之末-天缘,江伊潭
2025-12-14,3.0,4.47,268.0,4.17,250.2,93.29%,1.47,9d6f,北京百世,江伊潭
2025-12-14,4.85,1.17,70.0,0.17,10.0,14.53%,-3.68,b054,风之末-亚太,江伊潭
2025-12-14,6.0,5.74,344.6,2.21,132.6,38.5%,-0.26,b18b,风之末-亚太,江伊潭
2025-12-14,7.0,6.02,361.1,4.27,256.3,70.93%,-0.98,c0a2,承重云仓,江伊潭
2025-12-14,0.0,4.19,251.4,1.74,104.4,41.53%,4.19,cbcd,,
2025-12-14,4.05,4.1,246.0,1.6,96.0,39.02%,0.05,cda9,邯郸,罗圣峰
2025-12-14,0.0,4.37,262.2,1.38,82.75,31.58%,4.37,dcfe,,
2025-12-14,0.0,2.49,149.5,0.32,19.35,12.85%,2.49,e2be,,
2025-12-14,0.0,0.0,,,,,0.0,f3ed,宝树堂,周俊健
2025-12-15,5.0,2.96,177.8,0.7,42.25,23.65%,-2.04,0469,丰县,江伊潭
2025-12-15,7.0,4.64,278.5,0.58,34.95,12.5%,-2.36,09ca,北京百世,江伊潭
2025-12-15,5.5,7.61,456.5,2.17,130.2,28.52%,2.11,13fa,风之末-天缘,江伊潭
2025-12-15,3.0,0.0,,,,,-3.0,1c2d,广州泊晶,Jason
2025-12-15,2.75,0.0,,,,,-2.75,20e7,风之末-亚太,江伊潭
2025-12-15,9.0,8.04,482.5,2.26,135.35,28.11%,-0.96,279f,承重云仓,江伊潭
2025-12-15,0.0,2.56,153.5,0.0,0.0,0.0%,2.56,2e08,,
2025-12-15,5.0,2.83,170.0,0.23,14.0,8.13%,-2.17,3702,丰县,江伊潭
2025-12-15,5.0,2.89,173.3,0.43,25.75,14.88%,-2.11,3730,丰县,江伊潭
2025-12-15,3.0,0.0,,,,,-3.0,3748,广州泊晶,Jason
2025-12-15,0.0,1.21,72.4,0.0,0.2,0.0%,1.21,4591,,
2025-12-15,8.8,8.86,531.4,2.14,128.4,24.15%,0.06,4fcf,承重云仓,江伊潭
2025-12-15,0.0,4.37,262.2,0.0,0.0,0.0%,4.37,52a2,,
2025-12-15,6.5,4.17,249.9,1.07,64.15,25.66%,-2.33,5606,宝树堂,Jason
2025-12-15,0.0,7.9,474.3,1.33,80.0,16.84%,7.9,5c12,,
2025-12-15,7.37,7.38,442.6,0.71,42.6,9.62%,0.01,7393,中山三立,Jason
2025-12-15,0.0,0.0,,,,,0.0,8c60,承重云仓,江伊潭
2025-12-15,6.5,6.5,390.2,1.11,66.6,17.08%,0.0,9ace,宝树堂,Jason
2025-12-15,4.15,2.01,120.6,0.0,0.0,0.0%,-2.14,9d08,风之末-天缘,江伊潭
2025-12-15,0.0,1.11,66.8,0.1,5.7,9.01%,1.11,9d6f,,
2025-12-15,2.75,1.61,96.5,0.0,0.0,0.0%,-1.14,b18b,风之末-亚太,江伊潭
2025-12-15,8.75,8.64,518.7,5.68,340.7,65.74%,-0.11,c0a2,承重云仓,江伊潭
2025-12-15,7.6,6.87,412.4,1.22,73.1,17.76%,-0.73,c71e,北京百世,江伊潭
2025-12-15,0.0,6.66,399.7,0.0,0.0,0.0%,6.66,c828,,
2025-12-15,5.0,4.67,280.0,3.05,182.75,65.31%,-0.33,cbcd,宁波,罗圣峰
2025-12-15,6.1,5.71,342.6,1.17,70.0,20.49%,-0.39,cc83,北京百世,江伊潭
2025-12-15,0.0,0.07,4.1,0.0,0.0,0.0%,0.07,dc96,,
2025-12-15,4.0,7.13,427.7,0.52,31.0,7.29%,3.13,e2be,宁波,罗圣峰
2025-12-15,6.5,3.6,216.1,1.03,62.05,28.61%,-2.9,f3ed,宝树堂,Jason
2025-12-16,4.0,3.72,223.3,0.0,0.0,0.0%,-0.28,0469,丰县,江伊潭
2025-12-16,5.0,2.92,175.1,0.0,0.0,0.0%,-2.08,13fa,风之末-天缘,江伊潭
2025-12-16,5.3,4.47,268.5,0.0,0.0,0.0%,-0.83,1af9,邯郸,罗圣峰
2025-12-16,3.0,0.0,,,,,-3.0,1c2d,广州泊晶,Jason
2025-12-16,2.5,0.0,,,,,-2.5,20e7,风之末-亚太,江伊潭
2025-12-16,7.4,6.96,417.3,0.0,0.0,0.0%,-0.44,279f,承重云仓,江伊潭
2025-12-16,0.0,2.93,175.9,0.0,0.0,0.0%,2.93,2e08,,
2025-12-16,4.6,6.23,374.0,0.0,0.0,0.0%,1.63,3702,丰县,江伊潭
2025-12-16,4.4,6.38,383.0,0.0,0.0,0.0%,1.98,3730,丰县,江伊潭
2025-12-16,3.75,0.0,,,,,-3.75,3748,广州泊晶,Jason
2025-12-16,5.3,13.27,796.5,0.0,0.0,0.0%,7.97,3fb3,邯郸,罗圣峰
2025-12-16,0.0,1.16,69.5,0.0,0.0,0.0%,1.16,4591,,
2025-12-16,7.3,7.34,440.7,0.0,0.0,0.0%,0.04,4fcf,承重云仓,江伊潭
2025-12-16,4.0,0.0,,,,,-4.0,52a2,宁波,罗圣峰
2025-12-16,5.6,5.63,338.1,0.0,0.0,0.0%,0.03,5606,宝树堂,Jason
2025-12-16,4.3,3.13,187.8,0.0,0.0,0.0%,-1.17,5c12,邯郸,罗圣峰
2025-12-16,6.01,7.25,435.2,0.0,0.0,0.0%,1.24,691f,邯郸,罗圣峰
2025-12-16,7.37,6.16,369.7,0.0,0.0,0.0%,-1.21,7393,中山三立,Jason
2025-12-16,5.3,5.2,312.1,0.0,0.0,0.0%,-0.1,9ace,宝树堂,Jason
2025-12-16,3.5,1.51,90.7,0.0,0.0,0.0%,-1.99,9d08,风之末-天缘,江伊潭
2025-12-16,0.0,0.01,0.5,0.0,0.0,0.0%,0.01,acf4,,
2025-12-16,5.0,6.24,374.3,0.0,0.0,0.0%,1.24,b18b,风之末-亚太,江伊潭
2025-12-16,0.0,0.03,2.0,0.0,0.0,0.0%,0.03,b97b,,
2025-12-16,7.6,6.94,416.2,0.0,0.0,0.0%,-0.66,c0a2,承重云仓,江伊潭
2025-12-16,4.0,4.58,274.7,0.0,0.0,0.0%,0.58,cbcd,宁波,罗圣峰
2025-12-16,6.03,6.68,400.7,0.0,0.0,0.0%,0.65,cda9,邯郸,罗圣峰
2025-12-16,0.0,7.46,447.7,0.0,0.0,0.0%,7.46,dcfe,,
2025-12-16,8.0,10.27,616.3,0.0,0.0,0.0%,2.27,e2be,宁波,罗圣峰
2025-12-16,8.0,8.22,493.1,0.0,0.0,0.0%,0.22,f3ed,宝树堂,Jason
2025-12-16,0.0,0.05,3.2,0.0,0.0,0.0%,0.05,fbb0,,
2025-12-17,4.5,4.31,258.4,1.03,61.95,23.9%,-0.19,0469,丰县,江伊潭
2025-12-17,2.0,2.11,126.4,0.0,0.0,0.0%,0.11,09ca,北京百世,江伊潭
2025-12-17,5.25,5.27,316.1,0.0,0.0,0.0%,0.02,13fa,风之末-天缘,江伊潭
2025-12-17,6.46,4.89,293.4,0.0,0.0,0.0%,-1.57,1af9,邯郸,罗圣峰
2025-12-17,0.0,0.0,,,,,0.0,1c2d,广州泊晶,Jason
2025-12-17,0.0,0.05,3.0,0.05,3.0,100.0%,0.05,2613,,
2025-12-17,4.5,0.17,10.0,0.0,0.0,0.0%,-4.33,279f,承重云仓,江伊潭
2025-12-17,0.0,2.22,133.0,0.0,0.0,0.0%,2.22,2e08,,
2025-12-17,4.25,3.29,197.6,0.44,26.4,13.37%,-0.96,3702,丰县,江伊潭
2025-12-17,4.5,4.32,259.4,1.09,65.25,25.23%,-0.18,3730,丰县,江伊潭
2025-12-17,0.0,0.0,,,,,0.0,3748,广州泊晶,Jason
2025-12-17,3.12,0.0,,,,,-3.12,3fb3,邯郸,罗圣峰
2025-12-17,5.0,9.35,561.2,2.35,141.05,25.13%,4.35,4b9b,东莞,贺子豪
2025-12-17,1.5,4.18,251.0,0.45,27.0,10.77%,2.68,4fcf,承重云仓,江伊潭
2025-12-17,4.75,5.11,306.7,0.0,0.0,0.0%,0.36,52a2,宁波,罗圣峰
2025-12-17,4.0,3.99,239.2,0.0,0.0,0.0%,-0.01,5606,宝树堂,Jason
2025-12-17,6.16,0.0,,,,,-6.16,5c12,邯郸,罗圣峰
2025-12-17,6.42,6.66,399.5,0.0,0.0,0.0%,0.24,691f,邯郸,罗圣峰
2025-12-17,7.37,7.38,443.0,0.0,0.0,0.0%,0.01,7393,中山三立,Jason
2025-12-17,5.22,5.23,313.9,0.0,0.0,0.0%,0.01,9ace,宝树堂,Jason
2025-12-17,5.25,5.27,316.3,0.0,0.0,0.0%,0.02,9d08,风之末-天缘,江伊潭
2025-12-17,0.0,1.48,88.6,0.0,0.0,0.0%,1.48,acf4,,
2025-12-17,2.0,6.48,389.0,0.4,23.8,6.17%,4.48,b18b,风之末-亚太,江伊潭
2025-12-17,2.5,4.45,266.9,0.0,0.0,0.0%,1.95,c0a2,承重云仓,江伊潭
2025-12-17,5.85,0.67,40.0,0.0,0.0,0.0%,-5.18,c71e,北京百世,江伊潭
2025-12-17,5.15,4.81,288.7,0.0,0.0,0.0%,-0.34,cbcd,宁波,罗圣峰
2025-12-17,4.85,4.77,286.4,0.0,0.0,0.0%,-0.08,cc83,北京百世,江伊潭
2025-12-17,5.76,6.35,380.9,0.0,0.0,0.0%,0.59,cda9,邯郸,罗圣峰
2025-12-17,0.0,0.55,32.9,0.0,0.0,0.0%,0.55,dc96,,
2025-12-17,5.0,0.01,0.7,0.01,0.7,100.0%,-4.99,e2be,宁波,罗圣峰
2025-12-17,2.0,2.38,142.9,0.0,0.0,0.0%,0.38,f3ed,宝树堂,Jason
2025-12-17,0.0,0.52,31.0,0.0,0.0,0.0%,0.52,fbb0,,
2025-12-18,2.5,0.63,37.8,0.0,0.0,0.0%,-1.87,0469,丰县,江伊潭
2025-12-18,7.25,8.87,532.1,0.0,0.0,0.0%,1.62,09ca,北京百世,江伊潭
2025-12-18,5.75,6.26,375.9,0.5,30.0,7.99%,0.51,13fa,风之末-天缘,江伊潭
2025-12-18,6.02,7.29,437.4,0.0,0.0,0.0%,1.27,1af9,邯郸,罗圣峰
2025-12-18,1.75,0.0,,,,,-1.75,1c2d,广州泊晶,Jason
2025-12-18,6.0,0.0,,,,,-6.0,20e7,风之末-亚太,江伊潭
2025-12-18,7.5,1.3,78.3,0.0,0.0,0.0%,-6.2,279f,承重云仓,江伊潭
2025-12-18,0.0,5.99,359.2,0.0,0.0,0.0%,5.99,2e08,,
2025-12-18,3.5,2.69,161.2,0.13,7.75,4.83%,-0.81,3702,丰县,江伊潭
2025-12-18,3.5,1.66,99.7,0.0,0.0,0.0%,-1.84,3730,丰县,江伊潭
2025-12-18,1.33,0.0,,,,,-1.33,3748,广州泊晶,Jason
2025-12-18,5.75,5.95,357.1,0.0,0.0,0.0%,0.2,3bef,希利,罗圣峰
2025-12-18,6.48,0.0,,,,,-6.48,3fb3,邯郸,罗圣峰
2025-12-18,0.0,2.1,126.3,0.0,0.0,0.0%,2.1,4591,,
2025-12-18,8.0,4.07,244.1,0.0,0.0,0.0%,-3.93,4b9b,东莞,贺子豪
2025-12-18,7.5,6.58,394.7,0.0,0.0,0.0%,-0.92,4fcf,承重云仓,江伊潭
2025-12-18,5.0,6.59,395.4,0.0,0.0,0.0%,1.59,52a2,宁波,罗圣峰
2025-12-18,2.0,0.0,,,,,-2.0,5606,宝树堂,Jason
2025-12-18,5.62,0.0,,,,,-5.62,5c12,邯郸,罗圣峰
2025-12-18,6.15,6.21,372.3,0.0,0.0,0.0%,0.06,6210,希利,罗圣峰
2025-12-18,5.5,5.45,326.8,0.0,0.0,0.0%,-0.05,64c2,希利,罗圣峰
2025-12-18,7.16,7.62,457.4,0.0,0.0,0.0%,0.46,691f,邯郸,罗圣峰
2025-12-18,7.42,7.43,445.6,0.0,0.0,0.0%,0.01,7393,中山三立,Jason
2025-12-18,2.0,0.0,,,,,-2.0,9ace,宝树堂,Jason
2025-12-18,5.75,6.24,374.5,1.02,61.25,16.35%,0.49,9d08,风之末-天缘,江伊潭
2025-12-18,5.3,5.31,318.4,0.0,0.0,0.0%,0.01,9d6f,北京百世,江伊潭
2025-12-18,0.0,5.46,327.3,0.0,0.0,0.0%,5.46,acf4,,
2025-12-18,4.0,5.13,308.0,0.0,0.0,0.0%,1.13,b18b,风之末-亚太,江伊潭
2025-12-18,4.0,7.63,457.9,0.0,0.0,0.0%,3.63,c0a2,承重云仓,江伊潭
2025-12-18,6.5,0.0,,,,,-6.5,c71e,北京百世,江伊潭
2025-12-18,5.0,6.31,378.4,0.0,0.0,0.0%,1.31,cbcd,宁波,罗圣峰
2025-12-18,5.0,5.87,352.2,0.0,0.0,0.0%,0.87,cc83,北京百世,江伊潭
2025-12-18,8.34,6.42,384.9,0.0,0.0,0.0%,-1.92,cda9,邯郸,罗圣峰
2025-12-18,5.0,6.57,394.2,0.0,0.0,0.0%,1.57,e2be,宁波,罗圣峰
2025-12-18,3.23,5.46,327.7,0.0,0.0,0.0%,2.23,f3ed,宝树堂,Jason
2025-12-19,4.7,4.75,285.2,0.0,0.0,0.0%,0.05,0469,丰县,江伊潭
2025-12-19,4.0,8.91,534.5,0.0,0.0,0.0%,4.91,09ca,北京百世,江伊潭
2025-12-19,2.65,2.76,165.6,0.0,0.0,0.0%,0.11,13fa,风之末-天缘,江伊潭
2025-12-19,7.16,7.3,437.9,0.0,0.0,0.0%,0.14,1af9,邯郸,罗圣峰
2025-12-19,0.0,0.0,,,,,0.0,1c2d,广州泊晶,Jason
2025-12-19,5.0,0.0,,,,,-5.0,20e7,风之末-亚太,江伊潭
2025-12-19,0.0,0.17,10.3,0.0,0.0,0.0%,0.17,2e08,,
2025-12-19,4.65,4.65,279.2,0.0,0.0,0.0%,0.0,3702,丰县,江伊潭
2025-12-19,4.6,4.59,275.6,0.0,0.0,0.0%,-0.01,3730,丰县,江伊潭
2025-12-19,0.0,0.0,,,,,0.0,3748,广州泊晶,Jason
2025-12-19,6.5,6.44,386.6,0.0,0.0,0.0%,-0.06,3bef,希利,罗圣峰
2025-12-19,6.52,0.0,,,,,-6.52,3fb3,邯郸,罗圣峰
2025-12-19,0.0,2.22,133.1,0.0,0.0,0.0%,2.22,4591,,
2025-12-19,8.0,4.04,242.1,0.0,0.0,0.0%,-3.96,4b9b,东莞,贺子豪
2025-12-19,7.0,0.0,,,,,-7.0,4fcf,承重云仓,江伊潭
2025-12-19,0.0,0.0,,,,,0.0,5606,宝树堂,Jason
2025-12-19,6.42,0.0,,,,,-6.42,5c12,邯郸,罗圣峰
2025-12-19,6.25,6.33,379.9,0.0,0.0,0.0%,0.08,6210,希利,罗圣峰
2025-12-19,6.5,6.53,392.0,0.0,0.0,0.0%,0.03,64c2,希利,罗圣峰
2025-12-19,7.46,7.52,451.0,0.0,0.0,0.0%,0.06,691f,邯郸,罗圣峰
2025-12-19,7.3,7.25,435.1,0.0,0.0,0.0%,-0.05,7393,中山三立,Jason
2025-12-19,5.08,5.1,306.0,0.0,0.0,0.0%,0.02,9ace,宝树堂,Jason
2025-12-19,2.65,2.74,164.5,0.0,0.0,0.0%,0.09,9d08,风之末-天缘,江伊潭
2025-12-19,2.0,6.56,393.5,0.0,0.0,0.0%,4.56,9d6f,北京百世,江伊潭
2025-12-19,0.0,5.22,313.5,0.0,0.0,0.0%,5.22,acf4,,
2025-12-19,5.0,3.05,183.1,0.0,0.0,0.0%,-1.95,b18b,风之末-亚太,江伊潭
2025-12-19,0.0,7.4,444.3,0.0,0.0,0.0%,7.4,c0a2,,
2025-12-19,7.5,0.0,,,,,-7.5,c71e,北京百世,江伊潭
2025-12-19,6.45,2.9,174.2,0.0,0.0,0.0%,-3.55,c828,宁波,罗圣峰
2025-12-19,7.85,5.92,355.1,0.0,0.0,0.0%,-1.93,cc83,北京百世,江伊潭
2025-12-19,7.02,7.4,444.3,0.0,0.0,0.0%,0.38,cda9,邯郸,罗圣峰
2025-12-19,7.45,6.0,360.0,0.0,0.0,0.0%,-1.45,dcfe,宁波,罗圣峰
2025-12-19,3.0,3.88,233.1,0.0,0.0,0.0%,0.88,e2be,宁波,罗圣峰
2025-12-19,5.8,5.73,343.8,0.0,0.0,0.0%,-0.07,f3ed,宝树堂,Jason
2025-12-20,0.0,0.79,47.3,0.0,0.0,0.0%,0.79,0469,,
2025-12-20,0.0,2.15,128.8,0.74,44.5,34.42%,2.15,13fa,,
2025-12-20,6.23,7.59,455.3,1.5,89.8,19.76%,1.36,1af9,邯郸,罗圣峰
2025-12-20,0.0,0.0,,,,,0.0,1c2d,广州泊晶,Jason
2025-12-20,3.7,0.0,,,,,-3.7,20e7,风之末-亚太,江伊潭
2025-12-20,0.0,2.71,162.7,0.87,52.2,32.1%,2.71,2e08,,
2025-12-20,0.0,0.99,59.5,0.0,0.0,0.0%,0.99,3702,,
2025-12-20,0.0,0.97,58.5,0.0,0.0,0.0%,0.97,3730,,
2025-12-20,0.0,0.0,,,,,0.0,3748,广州泊晶,Jason
2025-12-20,0.0,3.48,208.9,3.28,197.0,94.25%,3.48,3c98,,
2025-12-20,5.0,0.0,,,,,-5.0,3fb3,邯郸,罗圣峰
2025-12-20,8.0,11.31,678.8,0.4,23.95,3.54%,3.31,4b9b,东莞,贺子豪
2025-12-20,7.4,0.0,,,,,-7.4,4fcf,承重云仓,江伊潭
2025-12-20,0.0,5.31,318.5,0.0,0.0,0.0%,5.31,52a2,,
2025-12-20,6.0,4.17,250.4,0.07,4.0,1.68%,-1.83,5606,宝树堂,Jason
2025-12-20,6.38,0.0,,,,,-6.38,5c12,邯郸,罗圣峰
2025-12-20,7.34,0.0,,,,,-7.34,691f,邯郸,罗圣峰
2025-12-20,7.0,5.25,315.0,0.1,6.25,1.9%,-1.75,7393,中山三立,Jason
2025-12-20,0.0,0.0,,,,,0.0,9ace,宝树堂,Jason
2025-12-20,0.0,1.86,111.5,0.2,12.0,10.75%,1.86,9d08,,
2025-12-20,0.0,0.87,52.4,0.83,50.0,95.4%,0.87,9d10,,
2025-12-20,0.0,11.73,703.7,5.63,337.6,48.0%,11.73,9d6f,,
2025-12-20,2.5,3.0,180.2,0.0,0.0,0.0%,0.5,b18b,风之末-亚太,江伊潭
2025-12-20,0.0,7.4,443.8,1.31,78.6,17.7%,7.4,c0a2,,
2025-12-20,3.0,0.0,,,,,-3.0,c828,宁波,罗圣峰
2025-12-20,0.0,2.88,172.8,1.41,84.5,48.96%,2.88,cbcd,,
2025-12-20,0.0,3.61,216.6,0.47,28.5,13.02%,3.61,cc83,,
2025-12-20,6.24,7.03,421.7,0.0,0.0,0.0%,0.79,cda9,邯郸,罗圣峰
2025-12-20,6.25,0.0,,,,,-6.25,dcfe,宁波,罗圣峰
2025-12-20,0.0,6.11,366.7,0.0,0.0,0.0%,6.11,e2be,,
2025-12-20,6.0,5.87,352.0,1.1,66.0,18.74%,-0.13,f3ed,宝树堂,Jason
2025-12-21,3.75,2.8,168.2,1.69,101.5,60.36%,-0.95,0469,丰县,江伊潭
2025-12-21,6.85,0.17,10.0,0.17,10.0,100.0%,-6.68,09ca,北京百世,江伊潭
2025-12-21,5.3,3.18,191.0,1.18,71.0,37.11%,-2.12,13fa,风之末-天缘,江伊潭
2025-12-21,3.1,0.0,,,,,-3.1,20e7,风之末-亚太,江伊潭
2025-12-21,0.0,2.98,178.9,0.29,17.5,9.73%,2.98,2e08,,
2025-12-21,3.9,2.84,170.5,2.84,170.5,100.0%,-1.06,3702,丰县,江伊潭
2025-12-21,3.8,2.75,165.1,2.69,161.1,97.82%,-1.05,3730,丰县,江伊潭
2025-12-21,5.0,0.0,,,,,-5.0,3fb3,邯郸,罗圣峰
2025-12-21,0.0,12.97,778.0,5.97,358.5,46.03%,12.97,4b9b,,
2025-12-21,7.2,0.0,,,,,-7.2,4fcf,承重云仓,江伊潭
2025-12-21,0.0,5.12,307.4,1.79,107.4,34.96%,5.12,52a2,,
2025-12-21,7.06,0.0,,,,,-7.06,691f,邯郸,罗圣峰
2025-12-21,5.0,3.09,185.3,2.38,142.55,77.02%,-1.91,9d08,风之末-天缘,江伊潭
2025-12-21,5.6,0.0,,,,,-5.6,9d6f,北京百世,江伊潭
2025-12-21,4.4,6.82,409.2,0.67,39.95,9.82%,2.42,b18b,风之末-亚太,江伊潭
2025-12-21,0.0,0.17,10.4,0.17,10.4,100.0%,0.17,c0a2,,
2025-12-21,7.25,7.05,422.8,0.96,57.85,13.62%,-0.2,c828,宁波,罗圣峰
2025-12-21,0.0,7.57,454.0,5.04,302.25,66.58%,7.57,cbcd,,
2025-12-21,4.6,0.0,,,,,-4.6,cc83,北京百世,江伊潭
2025-12-21,2.5,0.84,50.6,0.84,50.6,100.0%,-1.66,cda9,邯郸,罗圣峰
2025-12-21,7.5,7.12,427.5,1.37,82.0,19.24%,-0.38,dcfe,宁波,罗圣峰
2025-12-21,4.5,5.68,340.9,4.59,275.65,80.81%,1.18,e2be,宁波,罗圣峰
2025-12-22,4.9,4.86,291.8,2.53,151.6,52.06%,-0.04,0469,丰县,江伊潭
2025-12-22,2.2,2.19,131.7,1.5,90.0,68.49%,-0.01,13fa,风之末-天缘,江伊潭
2025-12-22,7.15,0.0,,,,,-7.15,1af9,邯郸,罗圣峰
2025-12-22,3.0,0.0,,,,,-3.0,20e7,风之末-亚太,江伊潭
2025-12-22,0.0,0.55,33.0,0.0,0.0,0.0%,0.55,2e08,,
2025-12-22,5.0,4.92,295.2,0.21,12.5,4.27%,-0.08,3702,丰县,江伊潭
2025-12-22,4.9,4.87,292.2,0.42,25.25,8.62%,-0.03,3730,丰县,江伊潭
2025-12-22,3.75,3.65,218.8,0.5,30.05,13.7%,-0.1,3bef,希利,罗圣峰
2025-12-22,5.75,0.0,,,,,-5.75,3c98,河南,贺子豪
2025-12-22,6.89,0.0,,,,,-6.89,3fb3,邯郸,罗圣峰
2025-12-22,5.0,6.13,367.6,3.16,189.65,51.55%,1.13,52a2,宁波,罗圣峰
2025-12-22,6.43,0.0,,,,,-6.43,5c12,邯郸,罗圣峰
2025-12-22,6.25,6.36,381.4,0.02,1.25,0.31%,0.11,6210,希利,罗圣峰
2025-12-22,6.25,6.36,381.9,0.43,26.0,6.76%,0.11,64c2,希利,罗圣峰
2025-12-22,7.17,0.0,,,,,-7.17,691f,邯郸,罗圣峰
2025-12-22,0.0,0.67,40.0,0.17,10.0,25.37%,0.67,7393,,
2025-12-22,2.4,2.4,144.1,0.8,48.1,33.33%,0.0,9d08,风之末-天缘,江伊潭
2025-12-22,5.5,0.0,,,,,-5.5,9d10,河南,贺子豪
2025-12-22,2.0,0.0,,,,,-2.0,b18b,风之末-亚太,江伊潭
2025-12-22,6.25,6.0,360.0,1.39,83.5,23.17%,-0.25,c828,宁波,罗圣峰
2025-12-22,4.0,4.05,243.3,0.0,0.0,0.0%,0.05,cbcd,宁波,罗圣峰
2025-12-22,6.32,5.59,335.6,0.14,8.5,2.5%,-0.73,cda9,邯郸,罗圣峰
2025-12-22,6.0,6.0,360.0,2.41,144.75,40.17%,0.0,dcfe,宁波,罗圣峰
2025-12-22,7.0,3.98,238.8,1.36,81.5,34.17%,-3.02,e2be,宁波,罗圣峰
